Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
56,2007-12-27,45.87416458129883,47.13586467249687,45.48594714342551,46.48883853465923,44565277
57,2007-12-28,46.23003005981445,46.424138779696335,45.29183864503983,45.77710825078111,18354518
58,2007-12-31,46.569705963134766,46.844692885299956,46.00355822429352,46.58588424557143,11982308
59,2008-01-01,47.427024841308594,47.86376835534431,46.37560738318733,46.81235089722305,16687746
60,2008-01-02,47.16822052001953,47.78289452111501,46.47266824541341,47.42702924008274,13437280
61,2008-01-03,49.10929489135742,49.30340360879554,46.310907744398854,46.87705561063606,31815218
62,2008-01-04,48.850494384765625,50.46805998810944,48.52698126409687,49.82103374677192,28011310
63,2008-01-07,48.44608688354492,49.56220414616955,47.92846518491378,48.5431390323206,15858063
64,2008-01-08,46.79618453979492,49.17400682120997,46.230036586502166,48.494628399673175,13282666
65,2008-01-09,46.05210494995117,47.05499655756259,45.93887447381431,46.84471389498143,13113527
66,2008-01-10,44.952152252197266,47.5564351358022,44.64481307611888,46.26238283724379,18023003
67,2008-01-11,45.631526947021484,46.068270440536295,43.83602689322203,45.566822582083525,11629440
68,2008-01-14,46.327083587646484,46.812353207653,44.984505183213855,45.71240961322363,10264240
69,2008-01-15,44.919795989990234,47.26526556824016,44.54775686550831,47.07116125141585,11558334
70,2008-01-16,43.99778747558594,44.968326711609436,42.881669986915085,44.596287548719154,14834065
71,2008-01-17,45.17861557006836,46.181507032544616,43.221358731315455,44.15954582024081,16169395
72,2008-01-18,43.07578659057617,44.855108848736755,42.70374297170948,44.80657836771744,13254156
73,2008-01-21,35.74821472167969,42.70374800525613,31.138149769996275,42.70374800525613,33202389
74,2008-01-22,32.15721893310547,33.96889367180858,25.54137245296064,32.22192113220967,58755707
75,2008-01-23,35.74821472167969,37.12314571959596,32.67483954986684,32.67483954986684,28425991
76,2008-01-24,35.82908630371094,38.36866513699548,34.13064244798864,37.673112816523265,29911930
77,2008-01-25,37.6731071472168,37.851037578726256,36.15259397859735,37.527524512035036,12550722
78,2008-01-28,38.07750701904297,38.368667966769344,34.13064496519897,37.155493694636284,13601109
79,2008-01-29,37.44664764404297,38.724526060374416,36.88049975618698,38.174552071286385,7679877
80,2008-01-30,35.37616729736328,37.68928509516925,34.907071545085024,37.527528544442575,9016102
81,2008-01-31,33.06304168701172,35.84525476429939,32.67482647003195,35.74820041156363,41538563
82,2008-02-01,34.21150588989258,34.45414062119784,33.32184520843996,33.6291820959674,9089201
83,2008-02-04,35.97467041015625,36.39523794153017,34.858550487868364,34.858550487868364,12009385
84,2008-02-05,37.09079360961914,37.576063374704376,35.26294503871708,36.039375785267794,14593303
85,2008-02-06,36.76728057861328,37.20402424650657,34.71297321465588,36.071728123486785,12429218
86,2008-02-07,35.036476135253906,37.51135253882172,34.81001741574167,36.26582629055914,11300078
87,2008-02-08,34.130638122558594,35.55409477222915,33.499785872353954,35.262933882875814,13514197
88,2008-02-11,31.72046661376953,34.61591062654492,31.38077741849807,34.61591062654492,15133331
89,2008-02-12,31.154312133789062,32.88510773988027,30.895501268303953,32.6748251457779,10237627
90,2008-02-13,30.701406478881836,32.108687394596785,30.07055626190865,31.704295948592947,10395753
91,2008-02-14,33.38655471801758,33.72624385545369,31.38077207561892,31.38077207561892,12514003
92,2008-02-15,34.34092330932617,34.615910320678914,32.367492530587185,33.25715355159903,12080990
93,2008-02-18,34.14682388305664,35.11736563729668,33.85566289255957,35.11736563729668,6977153
94,2008-02-19,33.77477264404297,34.84236622135152,33.51596174742826,34.761487953282135,7226542
95,2008-02-20,32.933631896972656,33.46742968727858,32.56159280788072,33.451253597760875,5604999
96,2008-02-21,33.160099029541016,33.72624691192104,32.755707684983854,33.46743601261176,3874365
97,2008-02-22,32.73954391479492,32.94982661552467,31.720476026579874,32.06016532265156,2691220
98,2008-02-25,33.0145149230957,33.418906249680866,32.221908361781445,33.12774537212489,6270186
99,2008-02-26,33.143924713134766,33.6130182591669,32.98216816664344,33.32185735306794,7139423
100,2008-02-27,35.08500671386719,36.81580061478634,33.629197652588985,33.629197652588985,43223132
101,2008-02-28,36.071720123291016,36.346707141193264,34.9394242513984,35.424693910780945,35763847
102,2008-02-29,35.5540885925293,36.556979826367595,34.971766915036675,35.845251625238674,16477462
103,2008-03-03,34.065940856933594,35.19823904735402,33.67772552551271,34.00123866735743,10049153
104,2008-03-04,33.19244384765625,34.421793782307454,32.351311298446674,34.29238944980232,11485198
105,2008-03-05,33.80711364746094,33.96887013010022,32.38365528385763,33.35419417969332,8581053
106,2008-03-07,32.07633972167969,33.32186634329081,30.733758707195832,33.32186634329081,14251925
107,2008-03-10,31.9625244140625,32.19013091252148,30.125412141756613,32.125100799402254,11713659
108,2008-03-11,34.59626388549805,34.921416666956674,30.95455317417813,31.70240280746623,19665129
109,2008-03-12,33.71834945678711,35.76681227763081,33.3931966980844,35.539205787555574,12262350
110,2008-03-13,29.08491325378418,33.1655820133366,28.288289632811864,32.840429334973805,47000084
111,2008-03-14,31.08460807800293,31.214668286265614,29.296268086434278,29.897799306002995,35798540
112,2008-03-17,29.865291595458984,30.499339102089984,29.23124408882798,30.499339102089984,19211273
113,2008-03-18,30.125411987304688,30.71068741254379,29.328785939157484,29.816515092676177,12632937
114,2008-03-19,30.30425453186035,33.75087347937801,30.1091619363984,31.53983361950627,16449023
115,2008-03-24,30.596879959106445,31.442277954856397,29.930316409197804,31.442277954856397,11636914
116,2008-03-25,31.75118637084961,31.94627677395921,30.82449978955578,31.393517324189236,13232423
117,2008-03-26,31.55609130859375,32.32020139199737,31.214680373347797,31.53983322499463,11448313
118,2008-03-27,32.12510299682617,32.43399991416758,31.08461450049683,31.08461450049683,17425122
119,2008-03-28,32.19014358520508,32.43401046430409,31.344747371670998,32.271431809876674,11599511
120,2008-03-31,31.9625244140625,32.336451423393946,31.539825371162465,32.19013091252148,9914705
121,2008-04-01,32.027549743652344,32.48276487766423,31.621108841007633,32.19012610471023,6034588
122,2008-04-02,32.54780197143555,33.49074639113939,32.190133018257626,32.190133018257626,6087024
123,2008-04-03,32.287689208984375,32.775418546638676,32.02756645455191,32.629100186359224,3883474
124,2008-04-04,32.12510299682617,32.499030031735,31.50731357231036,32.499030031735,5906537
125,2008-04-07,31.995040893554688,32.3201936674902,31.62111388047882,32.17387536023589,4088729
126,2008-04-08,31.182157516479492,32.01129749268236,30.954551026268554,31.946265176836434,5753811
127,2008-04-09,31.263444900512695,31.539823415402246,30.90577599291067,31.27970297905519,3776374
128,2008-04-10,31.881242752075195,32.108849297158024,31.100876824624404,31.214678994623917,7075297
129,2008-04-11,32.027549743652344,32.35270246576811,31.702397021536573,32.19012610471023,4012660
130,2008-04-15,32.515289306640625,32.67786570907215,31.279708207144267,31.832467534394755,6362785
131,2008-04-16,32.07633590698242,33.06805251935729,31.94627344670483,32.8404459702263,4725794
132,2008-04-17,33.31190872192383,34.07601638672283,32.206388012198744,32.56405693109754,14831167
133,2008-04-21,33.84841537475586,34.433690879936364,33.4907486030393,33.81590141646362,7639361
134,2008-04-22,34.40116882324219,34.79135389657506,33.49074286568751,33.815895623409396,8814769
135,2008-04-23,34.433685302734375,34.84012625368379,33.978472319704345,34.46620146084364,5265604
136,2008-04-24,33.21437072753906,34.85639301961455,32.92173405195817,34.79136289227255,8801780
137,2008-04-25,33.49073791503906,33.96220890302563,33.035522798469,33.815890624696415,4095990
138,2008-04-28,33.620811462402344,34.2711171398511,33.490751208946115,33.523265169768266,4708244
139,2008-04-29,34.0922737121582,34.417426465757394,33.65331881784924,33.81589519464883,6497143
140,2008-04-30,34.31989669799805,34.758854008419576,34.14106436161119,34.43370109850268,6331377
141,2008-05-02,34.6287841796875,35.60424264051434,34.56375185156543,34.840132630833175,5658418
142,2008-05-05,34.46621322631836,35.27909540570473,34.23860445202295,35.084002800618386,7642293
143,2008-05-06,34.1735725402832,34.856394417467065,33.97848215043347,34.18983062404166,5061166
144,2008-05-07,33.68584060668945,34.36866243012981,33.16559740295353,34.141055890677606,4303106
145,2008-05-08,33.27939224243164,33.62080307897742,33.08430191089353,33.42571054235604,3642073
146,2008-05-09,33.08430480957031,33.945958810794686,32.58031755004437,32.84044021996906,8621761
147,2008-05-12,33.08430480957031,33.328169399171564,32.3527088356831,33.08430480957031,4890395
148,2008-05-13,33.18183898925781,33.42570350615878,32.90546052648638,33.23061321568768,5056766
149,2008-05-14,33.23061752319336,33.409451966451975,32.51528195524196,32.51528195524196,2982486
150,2008-05-15,33.246883392333984,33.62080823898318,32.51528957534622,32.51528957534622,2646760
151,2008-05-16,33.506996154785156,33.60454241559368,33.10055523898555,33.49074028221965,4422288
152,2008-05-20,33.44197082519531,33.572033259875546,33.10055996614939,33.16559228603121,3464912
153,2008-05-21,33.6533203125,34.14104946456039,32.67786200837923,32.67786200837923,3419088
154,2008-05-22,33.19810104370117,33.360677407787456,32.84043436576119,32.84043436576119,3558000
155,2008-05-23,32.645355224609375,33.45823737815288,32.515294962076005,33.0030242542021,4417028
156,2008-05-26,32.4014778137207,32.59657033574644,30.889516280728945,30.889516280728945,2605807
157,2008-05-27,31.426029205322266,32.80792874370652,31.279710871686568,32.45025974585591,3316550
158,2008-05-28,32.580322265625,32.77541264249274,30.987072059911032,31.539831435328622,4505700
159,2008-05-29,33.1168212890625,33.49074834466589,32.157620937877496,32.92173092556317,11026212
160,2008-05-30,32.0600700378418,33.32816714089359,31.93000981423391,33.198104712202394,4023430
161,2008-06-02,30.694429397583008,32.515285789912795,30.23921419695889,31.864978045437862,4431595
162,2008-06-03,29.556398391723633,30.564370780506355,29.28001762096181,30.23921797023768,6240766
163,2008-06-04,28.645967483520508,29.735227976065165,28.46713301307783,29.426333275346035,5762089
164,2008-06-05,28.59718894958496,28.808539548404898,27.637988831337342,28.613447027199275,9721099
165,2008-06-06,28.288299560546875,29.475108576129525,27.881858569953536,28.450875956784213,6317089
166,2008-06-09,27.898115158081055,28.580936867781187,26.66253417176258,27.96314527208026,6500809
167,2008-06-10,27.703022003173828,27.930630704802212,27.068974546697138,27.63799189060143,6717902
168,2008-06-11,27.833084106445312,28.288297094188003,27.637991565936552,27.963144330062278,2586175
169,2008-06-12,28.028175354003906,28.190751741357563,26.662534141249864,27.47541607801815,3244212
170,2008-06-13,27.849342346191406,28.255783303691285,27.556703533741505,27.97940257055804,4248430
171,2008-06-16,28.824796676635742,29.26375152726619,27.99565679644532,28.093203053835314,4354615
172,2008-06-17,29.686466217041016,29.914072801353207,28.320824506083692,29.231253048416637,4736084
173,2008-06-18,29.653940200805664,30.304247976647275,29.58891008474654,29.58891008474654,5055019
174,2008-06-19,29.019906997680664,29.58892465223806,28.54843566777859,29.068681262550594,4221271
175,2008-06-20,28.353328704833984,29.37756128902385,27.979403888355996,29.263756933530498,3837789
176,2008-06-23,27.361610412597656,28.22326654729777,27.085231890401346,28.125720278547135,4516050
177,2008-06-24,26.516206741333008,27.768045376738396,26.239826095568404,27.36160234263878,5238203
178,2008-06-25,25.784626007080078,26.321127284804984,25.19935048269055,26.012232542930533,3933879
179,2008-06-26,27.247804641723633,28.418355300697748,25.9309357016485,25.9309357016485,18253250
180,2008-06-27,26.04473876953125,26.922652898002145,25.89842048314712,26.33737754738257,6821283
181,2008-06-30,25.52449607849121,26.272347803144214,24.792902431455612,26.02848325413235,4596315
182,2008-07-01,23.719900131225586,25.524498398990808,22.80947195779524,25.524498398990808,6202295
183,2008-07-02,24.760393142700195,25.020515841465933,22.972052620675846,23.736162634847002,5245963
184,2008-07-03,24.110084533691406,24.7603900981007,23.41100693398479,24.54904167170105,4726793
185,2008-07-04,24.435237884521484,24.906708988673003,23.57358387366124,23.73616026854683,4862814
186,2008-07-07,24.971738815307617,25.979713333913715,24.760390386446723,24.760390386446723,5528014
187,2008-07-08,25.703332901000977,26.337380346097312,23.085850519921742,23.085850519921742,8354280
188,2008-07-09,27.491680145263672,27.60548231814651,26.044748218617883,26.044748218617883,6860769
189,2008-07-10,28.694738388061523,29.036149235440252,26.727563700863442,27.49167358761187,7216175
190,2008-07-11,27.32909393310547,29.328782334743433,27.117743336171678,28.971115655835824,6040791
191,2008-07-14,27.345354080200195,28.32081462492689,26.662534565499946,26.662534565499946,5942149
192,2008-07-15,26.207321166992188,26.955173053567474,26.012230808592268,26.66253641342581,3693378
193,2008-07-16,25.491987228393555,26.662538281123897,25.053030032348747,26.207323002802667,6973872
194,2008-07-17,26.792604446411133,26.987697066647673,26.01223837563339,26.01223837563339,5038238
195,2008-07-18,28.288299560546875,28.515906074262446,26.483701121295752,27.280325021841996,5983177
196,2008-07-21,29.881549835205078,30.060384313689653,28.304557895500434,28.77602900780812,8754188
197,2008-07-22,31.100866317749023,31.377244813021534,29.621420966889257,29.881543589856314,12631056
198,2008-07-23,33.295658111572266,33.94596377901896,31.89750048554512,32.4827760272639,12798869
199,2008-07-24,32.12510299682617,33.913443357889676,30.125414202397653,30.125414202397653,10764301
200,2008-07-25,32.19014358520508,33.230634625068895,30.97082021513112,31.783702461847092,10710381
201,2008-07-28,31.93001365661621,32.824183865501865,31.572344691028523,32.19013413513427,5533881
202,2008-07-29,30.64566421508789,31.702411028875336,30.401799565752327,31.21468173020421,5145929
203,2008-07-30,31.93001365661621,32.19013413513427,30.92203908456623,30.92203908456623,7354746
204,2008-07-31,30.808231353759766,32.48276943040687,30.401790394148822,32.48276943040687,6006517
205,2008-08-01,31.702404022216797,31.832466462833946,29.26375806783478,30.320504648066986,4699412
206,2008-08-04,31.89750099182129,32.48277654282955,31.068360811649914,31.068360811649914,4301346
207,2008-08-05,33.32816696166992,33.5720315334358,31.7024009448141,32.02755370716861,9161115
208,2008-08-06,32.482765197753906,34.51496973100309,32.255158731046606,34.51496973100309,8616591
209,2008-08-07,32.4014778137207,33.13307146369259,31.393503458392864,31.393503458392864,4809365
210,2008-08-08,31.848718643188477,32.645342399685774,31.734914304367532,32.02755088264553,4883824
211,2008-08-11,32.141357421875,32.61282847697022,31.897492854920582,32.25516176848703,2714705
212,2008-08-12,31.588607788085938,32.515294306474466,31.344743146939898,32.35271567395985,5801276
213,2008-08-13,31.718664169311523,32.02755890264017,30.970812253563878,31.214676864889178,2754609
214,2008-08-14,30.95455551147461,31.864981604235883,30.889523186205725,31.53982879822583,2566362
215,2008-08-18,30.596879959106445,31.53982201160337,30.304243378699294,30.889516539513597,2963058
216,2008-08-19,30.027877807617188,30.72695566047479,29.410085974662714,30.548123329569982,2941144
217,2008-08-20,30.36928367614746,30.61314831001667,30.157933003743832,30.239221215033567,3319410
218,2008-08-21,30.044130325317383,30.548117667847936,29.686461319628904,30.23922070607888,4138486
219,2008-08-22,29.7352352142334,31.084620905966037,28.971127316463697,31.084620905966037,4139879
220,2008-08-25,30.060382843017578,30.46682381737805,29.84903221330008,30.46682381737805,2034227
221,2008-08-26,30.109159469604492,30.20670575934366,29.556400101194203,29.751490475588792,1489491
222,2008-08-27,29.50762939453125,30.483087998804944,29.345052960485635,30.27173951657925,4297168
223,2008-08-28,29.068666458129883,29.914062362725883,28.694739438236386,29.58890958286202,7382078
224,2008-08-29,30.2717342376709,30.385538603690765,29.4588522091965,29.588912451718954,2219080
225,2008-09-01,30.25535011291504,30.386395645678054,29.649259524861847,30.20620637178749,3417069
226,2008-09-02,31.84429168701172,31.975337231399976,30.206209051425922,30.4683023619912,5030404
227,2008-09-04,31.17267608642578,31.746004191039308,30.910582794244736,31.483910898858262,2813325
228,2008-09-05,30.484682083129883,30.82867939714991,30.14068476910986,30.795916901799945,3330688
229,2008-09-08,32.09000015258789,33.38408309009519,31.778763131417403,32.106379177459175,8377948
230,2008-09-09,32.20466995239258,32.466763278481125,31.467533722524795,32.0900056497087,3737279
231,2008-09-10,31.926189422607422,32.466754964027444,31.614952427826115,32.04085369592678,3847698
232,2008-09-11,31.074405670166016,31.778779646495742,30.828693507940805,31.778779646495742,2567354
233,2008-09-12,31.3856258392334,32.237428488875,30.87782049893893,31.287340576307276,6093354
234,2008-09-15,29.403541564941406,30.714005515897487,28.518978842403673,30.23896277803353,6770268
235,2008-09-16,29.976877212524414,30.238970514125064,27.84737274742573,28.256892836867785,4654621
236,2008-09-17,29.20697784423828,30.402775496601635,28.83021806671574,30.402775496601635,4674190
237,2008-09-18,29.141448974609375,29.71477696582696,27.044707495443173,28.8302142237346,6603710
238,2008-09-19,30.910593032836914,31.074401116985047,29.4854618120324,29.829459233101353,9821730
239,2008-09-22,30.238969802856445,33.089231335761404,29.99325775497075,31.778764858582406,4162514
240,2008-09-23,29.878585815429688,30.550199068653193,29.321639052435156,29.878585815429688,6569683
241,2008-09-24,30.56658935546875,30.894205456709308,29.583741051747065,29.97687992887796,5730103
242,2008-09-25,29.61650276184082,30.779540334628607,28.912126829859208,30.648492564549116,10926783
243,2008-09-26,29.141448974609375,29.780301942253786,28.63364595981861,29.780301942253786,4967945
244,2008-09-29,28.060325622558594,29.97687838290152,27.519757750316668,29.97687838290152,7859964
245,2008-09-30,28.10946273803711,29.157833599164334,26.536905335452058,26.536905335452058,6616439
246,2008-10-01,29.043169021606445,29.321641313685046,27.896510696252466,28.469840969823654,3743739
247,2008-10-03,29.452686309814453,29.813062575657163,28.66640657910745,29.19059306624545,4681406
248,2008-10-06,28.846601486206055,29.48545236534794,28.256892127848687,29.125076028754666,5560277
249,2008-10-07,29.796688079833984,30.435541200032503,28.830221108210022,28.830221108210022,9928258
250,2008-10-08,29.56735610961914,29.813068154862243,27.552516005552537,28.79745970093058,9985473
251,2008-10-10,29.387163162231445,30.058776446382975,27.208517521859367,29.452688143544435,9025179
252,2008-10-13,29.976877212524414,30.206208018254227,29.338026317352544,29.534596849000202,6805621
253,2008-10-14,29.256122589111328,31.09077349669097,29.026791781111047,30.140685546705953,5099383
254,2008-10-15,29.01040267944336,29.632872164330276,28.699167936999903,29.09230667596996,5495022
255,2008-10-16,27.896516799926758,28.600892750734,27.355951121544194,28.600892750734,6651066
256,2008-10-17,25.799772262573242,28.666412884485155,25.423012447763043,28.469844574912972,5586092
257,2008-10-20,26.09462547302246,27.126617415556687,25.275585306783544,25.89805716619831,7922965
258,2008-10-21,26.30757713317871,27.68356416202785,25.554059739207702,26.356718654220646,8047276
259,2008-10-22,24.866064071655273,26.242051042831445,24.620352033167084,26.045482745114015,5408099
260,2008-10-23,23.653884887695312,24.472925007732968,23.293506346163337,24.243594218480126,6641370
261,2008-10-24,20.59067153930664,23.260741129305273,20.31219704238191,22.933125119647123,9905588
262,2008-10-27,19.001739501953125,20.312203988737615,17.03604277177639,20.213918707870974,12878172
263,2008-10-29,21.507997512817383,22.867603108566577,19.656965664750512,21.622661786867898,13094201
264,2008-10-31,22.883989334106445,23.588365264229108,21.753714262268705,22.63827726536829,8097887
265,2008-11-03,23.588367462158203,24.21083720558014,22.769324934925045,24.178074704646765,4951148
266,2008-11-04,24.620357513427734,24.816928076688466,23.146084954339337,23.260749264750565,4515828
267,2008-11-05,23.719409942626953,25.81615418539975,23.26074609805693,25.81615418539975,6145587
268,2008-11-06,22.933130264282227,24.489308881047375,22.458087388068236,23.26074634743515,4896229
269,2008-11-07,24.71863555908203,25.45577162284171,22.605510398873577,22.769318413042395,8250147
270,2008-11-10,25.27558708190918,25.848915238541743,24.7186401741096,25.48853665137147,3775177
271,2008-11-11,24.98072624206543,26.02909697994312,24.407398251780492,25.390246235126103,8900004
272,2008-11-12,23.932357788085938,25.521296549022214,23.63750422628616,25.521296549022214,5705390
273,2008-11-14,23.85045051574707,24.898823529565068,23.55559699422843,23.71940499991396,4038880
274,2008-11-17,24.833303451538086,25.652345863419242,22.605513690128895,25.652345863419242,5361538
275,2008-11-18,23.490081787109375,24.767783753453624,23.031417890681166,24.767783753453624,6392448
276,2008-11-19,22.916751861572266,24.325501501847448,22.62189604563254,23.588365294681356,5606729
277,2008-11-20,22.67104148864746,23.09694066277595,21.704572167292383,22.933132604483767,5080395
278,2008-11-21,24.112545013427734,24.866062322820902,21.950278338088808,22.523606387572332,8350092
279,2008-11-24,24.71863555908203,25.111774348729515,23.4900754528159,24.83329983592717,5420119
280,2008-11-25,24.112545013427734,25.275582358166275,23.91597672953499,24.98072882143296,5453771
281,2008-11-26,24.653114318847656,25.02987188596619,23.670266173193884,24.37463978886368,5246053
282,2008-11-27,24.653114318847656,24.653114318847656,24.653114318847656,24.653114318847656,0
283,2008-11-28,24.259973526000977,24.735018578586384,23.293506617458007,23.91597844900954,8464961
284,2008-12-01,24.063404083251953,25.685103018310322,23.965118828020564,24.73501740191326,5733003
285,2008-12-02,23.85045051574707,24.11254376920157,23.096933245235988,23.883213005599487,5879324
286,2008-12-03,24.571208953857422,24.882443738487307,23.342648839432808,24.079784908087575,6430656
287,2008-12-04,25.750627517700195,25.881675274108755,21.78647232308868,21.78647232308868,4648185
288,2008-12-05,25.43939781188965,26.667958277210232,24.58759500055177,24.58759500055177,5338962
289,2008-12-08,25.504911422729492,26.340332683151573,24.407399134698178,26.127383167772013,11709287
290,2008-12-10,25.09539031982422,26.700710013718382,24.735014061692326,26.700710013718382,11172070
291,2008-12-11,24.816925048828125,25.537679989864642,24.423783970272964,25.537679989864642,9867592
292,2008-12-12,24.047025680541992,24.325500232994635,23.522839071850676,24.21083371803444,9847702
293,2008-12-15,24.44016456604004,24.980732423720273,24.243596253801623,24.866065908573,5741641
294,2008-12-16,25.373870849609375,25.685105671838745,23.260745420087062,24.57121192224248,9183505
295,2008-12-17,25.341110229492188,26.045486165396486,24.66949679173742,26.045486165396486,8720755
296,2008-12-18,26.09462547302246,26.37310001825915,24.767779959357682,24.767779959357682,12640018
297,2008-12-19,27.3559513092041,27.68356741272311,26.061868144661787,26.864527153925582,10050607
298,2008-12-22,27.372325897216797,27.60165666951078,26.422238095158352,26.422238095158352,6524631
299,2008-12-23,26.815387725830078,27.634428116591714,26.618819365120842,27.192147638653985,5151765
300,2008-12-24,26.356719970703125,27.17576017423621,22.114089938970757,22.114089938970757,13318746
301,2008-12-26,26.405858993530273,27.798227207677428,25.717866620789508,27.798227207677428,5480531
302,2008-12-29,26.96280860900879,27.175758157408005,25.881675176222863,26.700715318971508,3418418
303,2008-12-30,26.91366958618164,27.35595222952737,25.914439992474275,26.897288336096807,4868199
304,2008-12-31,27.24127769470215,27.65079771752314,26.63518939400007,27.65079771752314,4396180
305,2009-01-02,27.634410858154297,28.09307452360649,27.110226668507615,28.09307452360649,3976548
306,2009-01-05,27.011953353881836,28.093086915746955,26.667956008498997,28.093086915746955,4505326
307,2009-01-06,26.815387725830078,28.043950533761784,26.373107247892353,28.043950533761784,3969700
