Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.54542922973633,35.424697482052096,26.900123201294626,29.0514868911543,855215656
2007-10-08,30.879335403442383,33.64537299695017,30.68522665535057,33.64537299695017,126671715
2007-10-09,32.98217010498047,33.27333102819074,29.229417128249786,30.895508777439975,116725709
2007-10-10,33.28950119018555,33.96887948189164,32.99834031886197,33.839472943776364,67931378
2007-10-11,37.00990676879883,38.82158101766896,32.99834518139679,38.82158101766896,106320954
2007-10-12,36.76727294921875,38.14220367043771,35.90996408298535,36.233477193860395,99410791
2007-10-15,37.25254440307617,37.75399238175067,36.929031276677506,37.52753143810056,41814972
2007-10-16,41.05382537841797,41.70085604656874,37.04226331862107,37.30107207553914,138614496
2007-10-17,44.256595611572266,45.29183471455822,34.32474126016521,36.88049561165581,204876259
2007-10-18,42.7037353515625,48.349040354809915,40.87588732647553,44.96832691239553,146617799
2007-10-19,42.55815505981445,44.288950833134855,40.43914185377529,41.73319411226879,110266491
2007-10-22,41.99201965332031,43.30224619854249,40.60091043002232,41.700858686374055,72253405
2007-10-23,44.98451614379883,45.388907592335194,43.027258900125965,43.027258900125965,74594921
2007-10-24,44.28895568847656,46.42414302665404,43.78750775058117,45.93886898859224,63055170
2007-10-25,44.19189453125,45.227138099078076,39.031859366115256,42.78461181458354,34522489
2007-10-26,45.518314361572266,46.24621900705005,43.75516579846587,44.96834020759551,62370025
2007-10-29,46.44031524658203,47.556437156688446,46.03592388609813,46.26238480313995,43657697
2007-10-30,47.475555419921875,48.75342939303811,45.680055277649046,47.07116408894963,79921711
2007-10-31,48.4622688293457,49.529864582852305,47.55643399721294,47.718190530659996,44655368
2007-11-01,47.37850570678711,50.03131497606693,46.990292605771515,49.65927577545422,50632492
2007-11-02,48.23582077026367,48.52698611833335,45.29185020010208,45.66389383642933,32001693
2007-11-05,49.22251892089844,50.30628842961258,47.9122885400615,48.203453772198294,38833135
2007-11-06,49.869564056396484,53.02381724977588,49.19018556792919,50.0798467250362,81880281
2007-11-07,49.141658782958984,51.50330297529513,48.04171497266445,50.79157669236471,33593141
2007-11-08,48.3005256652832,49.61075658162685,47.23293400419847,47.87996031708086,27990521
2007-11-12,49.465152740478516,50.33863964428579,45.56681824065849,46.84469641698281,35153735
2007-11-13,50.64599609375,51.665061659844895,48.70491715340619,50.306309034361036,43830531
2007-11-14,49.98278045654297,52.24737185492058,49.7239673782581,51.53564137454552,36738579
2007-11-15,50.82392120361328,51.71358221377355,49.86955581936141,50.92097337682353,29242252
2007-11-16,50.46805953979492,51.61652935279601,49.88573329500752,50.5974639093274,18895294
2007-11-19,52.295894622802734,54.18844676342025,51.22830335780125,51.61651636874434,40716718
2007-11-20,51.487117767333984,53.54142665500563,50.856265520876896,52.08561782896024,26342171
2007-11-21,47.475555419921875,52.10179049107365,46.32708140720464,51.794455712290805,26814499
2007-11-22,45.841819763183594,48.882846610027244,43.85221494720686,46.974115686349094,34096185
2007-11-23,48.88284683227539,49.17400776482764,46.13298090415782,48.85049464245235,27664090
2007-11-26,49.271060943603516,50.69451783327973,48.882847821652355,50.69451783327973,20159123
2007-11-27,48.05787658691406,50.112185400428274,47.55643309788164,50.112185400428274,20573198
2007-11-28,47.346153259277344,49.335762394326444,47.02264014956886,49.109301462359554,16435311
2007-11-29,46.06827926635742,48.78578851962412,45.469779133762835,48.52697978614249,25530967
2007-11-30,47.84759521484375,48.138756099501684,46.26238205354894,46.90940819186738,18437721
2007-12-03,48.52696990966797,49.12546992045256,48.05787423928711,48.42991336342029,16851227
2007-12-04,47.8961181640625,49.254874720806264,47.54025293368422,48.850483410814256,14008727
2007-12-05,49.80485534667969,49.98279019540638,47.87995491575877,47.977007096571505,27725290
2007-12-06,48.88284683227539,51.64888227341315,48.25199448847254,50.88862555824569,24104710
2007-12-07,48.67256164550781,49.88573590060455,47.799078814594786,49.190183538601296,11742386
2007-12-10,48.72108459472656,49.31958029104971,48.090232324422594,49.14164984964451,8330010
2007-12-11,48.494632720947266,49.432819963847166,48.251997862201016,49.15783291301585,11685950
2007-12-12,48.4622688293457,48.8990123472381,47.55643399721294,47.87994706410704,16342131
2007-12-13,47.65349197387695,49.17400532889004,47.475561520555715,48.52697911619125,14620172
2007-12-14,47.18437576293945,47.92845821778493,46.941741038344816,47.4917148359295,10991851
2007-12-17,44.337486267089844,47.718200260649056,43.67428171197001,47.45938712160436,19355678
2007-12-18,44.14337158203125,45.615354383709644,42.76844095200724,43.83603239191387,21607783
2007-12-19,43.3345947265625,45.95505198327339,42.96255550093888,45.566834468231896,19526912
2007-12-20,42.89784240722656,44.25659904600142,42.70373368912633,43.90073379413879,17105204
2007-12-24,44.208072662353516,44.903624875209005,43.18900299624993,43.54486824568874,16711519
2007-12-26,45.55064392089844,46.10061780157238,44.45070054747664,44.45070054747664,20930094
2007-12-27,45.874183654785156,47.135884270570834,45.48596605549941,46.4888578637137,44565277
2007-12-28,46.23003387451172,46.42414261041059,45.291842382321704,45.77711202810528,18354518
2007-12-31,46.569725036621094,46.84471207141228,46.00357706590355,46.58590332568387,11982308
2008-01-01,47.42703628540039,47.86377990482186,46.375618573573185,46.81236219299466,16687746
2008-01-02,47.16823196411133,47.78290611434081,46.47267952074827,47.42704074696746,13437280
2008-01-03,49.10929870605469,49.30340743857072,46.31091134172383,46.87705925193811,31815218
2008-01-04,48.85049819946289,50.46806392912114,48.52698505353124,49.821037637257845,28011310
2008-01-07,48.44610595703125,49.562223659077276,47.928484054609655,48.54315814401689,15858063
2008-01-08,46.79618835449219,49.17401082974082,46.2300403550486,48.494632352822954,13282666
2008-01-09,46.05211639404297,47.05500825087608,45.93888588976798,46.84472553603902,13113527
2008-01-10,44.95216369628906,47.55644724290235,44.64482444196709,46.26239461489914,18023003
2008-01-11,45.63153076171875,46.06827429174438,43.83603055781936,45.56682639137165,11629440
2008-01-14,46.32707595825195,46.812345498341635,44.984497774922396,45.71240208505693,10264240
2008-01-15,44.919795989990234,47.26526556824016,44.54775686550831,47.07116125141585,11558334
2008-01-16,43.997798919677734,44.96833840814439,42.88168114069794,44.596299148484455,14834065
2008-01-17,45.178627014160156,46.18151873067656,43.221369679619,44.159557006194376,16169395
2008-01-18,43.075782775878906,44.85510487646661,42.703739189959585,44.806574399745045,13254156
2008-01-21,35.74820327758789,42.70373433448639,31.138139801726613,42.70373433448639,33202389
2008-01-22,32.15720748901367,33.968881582979066,25.541363363312325,32.221909665091694,58755707
2008-01-23,35.74820327758789,37.1231338353469,32.674829089656,32.674829089656,28425991
2008-01-24,35.829078674316406,38.36865696682665,34.130635180258324,37.67310479446436,29911930
2008-01-25,37.67311477661133,37.85104524415448,36.152601300064134,37.5275321119468,12550722
2008-01-28,38.07750701904297,38.368667966769344,34.13064496519897,37.155493694636284,13601109
2008-01-29,37.446651458740234,38.7245300052494,36.88050351321065,38.174555960135415,7679877
2008-01-30,35.37616729736328,37.68928509516925,34.907071545085024,37.527528544442575,9016102
2008-01-31,33.063045501708984,35.8452588999986,32.67483023993831,35.748204536065046,41538563
2008-02-01,34.21152114868164,34.45415598820523,33.321860070428464,33.62919709503226,9089201
2008-02-04,35.974666595458984,36.395234082236584,34.858546791522684,34.858546791522684,12009385
2008-02-05,37.090789794921875,37.57605951009831,35.26294141200956,36.03937207870628,14593303
2008-02-06,36.76727294921875,37.204016526485546,34.7129660115404,36.07172063842287,12429218
2008-02-07,35.03647994995117,37.511356622978276,34.81002120578259,36.26583023910545,11300078
2008-02-08,34.13064193725586,35.55409874602265,33.499789616542415,35.262937824126986,13514197
